candidate,family,quant,sample_id,raw_detection_count,measurement_count,installed_object_count,installed_tp,installed_fp,installed_fn,installed_duplicate_count
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003811_frame89666,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003814_frame89672,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003879_frame89802,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003880_frame89804,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003881_frame89806,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003887_frame89818,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003889_frame89822,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003951_frame89946,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003952_frame89948,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003958_frame89960,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003959_frame89962,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003963_frame89970,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003975_frame89994,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003982_frame90008,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003988_frame90020,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003991_frame90026,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_003993_frame90030,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004005_frame90054,4,4,4,3,1,0,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004007_frame90058,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004013_frame90070,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004016_frame90076,2,2,2,1,1,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004021_frame90086,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004022_frame90088,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004093_frame90230,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004104_frame90252,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004109_frame90262,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004110_frame90264,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004117_frame90278,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004175_frame90394,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004183_frame90410,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004184_frame90412,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004196_frame90436,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004198_frame90440,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004226_frame90496,3,3,3,2,1,0,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004241_frame90526,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004254_frame90552,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004276_frame90596,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004281_frame90606,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004294_frame90632,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004327_frame90698,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004329_frame90702,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004332_frame90708,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004341_frame90726,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004383_frame90810,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004385_frame90814,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004386_frame90816,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004397_frame90838,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004405_frame90854,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004417_frame90878,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004419_frame90882,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004420_frame90884,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004459_frame90962,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004463_frame90970,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004469_frame90982,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004553_frame91150,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004561_frame91166,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004564_frame91172,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004649_frame91342,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004652_frame91348,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004672_frame91388,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004728_frame91500,3,3,3,2,1,0,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004729_frame91502,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004733_frame91510,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004736_frame91516,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004737_frame91518,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004749_frame91542,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004775_frame91594,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004785_frame91614,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004787_frame91618,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004791_frame91626,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004794_frame91632,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004798_frame91640,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004799_frame91642,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004880_frame91804,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004882_frame91808,3,3,3,2,1,1,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004886_frame91816,4,4,4,3,1,0,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004894_frame91832,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004895_frame91834,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004902_frame91848,3,3,3,1,2,1,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004904_frame91852,3,3,3,2,1,0,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004916_frame91876,1,1,1,1,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004919_frame91882,1,1,1,1,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_low_8loops_stride2_004920_frame91884,1,1,1,1,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000002_frame91929,1,1,1,1,0,2,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000014_frame91953,2,2,2,1,1,3,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000033_frame91991,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000041_frame92007,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000053_frame92031,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000057_frame92039,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000065_frame92055,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000073_frame92071,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000104_frame92133,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000108_frame92141,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000112_frame92149,4,4,4,3,1,0,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000115_frame92155,4,4,4,3,1,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000116_frame92157,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000120_frame92165,0,0,0,0,0,3,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000125_frame92175,3,3,3,2,1,1,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000132_frame92189,2,2,2,1,1,1,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000134_frame92193,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000139_frame92203,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000160_frame92245,3,3,3,2,1,0,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000177_frame92279,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000185_frame92295,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000187_frame92299,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000189_frame92303,1,1,1,1,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000213_frame92351,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000227_frame92379,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000231_frame92387,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000235_frame92395,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000240_frame92405,3,3,3,3,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000253_frame92431,2,2,2,2,0,3,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000275_frame92475,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000276_frame92477,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000279_frame92483,3,3,3,2,1,1,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000287_frame92499,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000289_frame92503,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000295_frame92515,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000304_frame92533,4,4,4,4,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000320_frame92565,6,6,6,4,2,2,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000336_frame92597,6,6,6,6,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000339_frame92603,6,6,6,5,1,1,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000387_frame92699,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000390_frame92705,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000394_frame92713,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000396_frame92717,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000409_frame92743,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000416_frame92757,2,2,2,0,2,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000418_frame92761,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000422_frame92769,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000485_frame92895,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000493_frame92911,1,1,1,0,1,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000508_frame92941,0,0,0,0,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000520_frame92965,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000522_frame92969,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000525_frame92975,0,0,0,0,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000536_frame92997,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000546_frame93017,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000581_frame93087,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000583_frame93091,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000585_frame93095,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000586_frame93097,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000593_frame93111,5,5,5,4,1,1,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000596_frame93117,3,3,3,3,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000597_frame93119,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000602_frame93129,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000610_frame93145,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000621_frame93167,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000637_frame93199,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000638_frame93201,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000645_frame93215,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000653_frame93231,4,4,4,4,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000655_frame93235,4,4,4,4,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000672_frame93269,4,4,4,4,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000682_frame93289,3,3,3,3,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000687_frame93299,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000690_frame93305,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000695_frame93315,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000699_frame93323,4,4,4,3,1,0,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000709_frame93343,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000718_frame93361,1,1,1,1,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000728_frame93381,1,1,1,1,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000736_frame93397,1,1,1,1,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000746_frame93417,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000747_frame93419,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000756_frame93437,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000766_frame93457,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000767_frame93459,3,3,3,3,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000770_frame93465,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000879_frame93683,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000881_frame93687,2,2,2,1,1,1,1
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000891_frame93707,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000927_frame93779,1,1,1,1,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000941_frame93807,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000947_frame93819,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000963_frame93851,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000966_frame93857,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000975_frame93875,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000977_frame93879,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000978_frame93881,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000983_frame93891,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000996_frame93917,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_000998_frame93921,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_001003_frame93931,2,2,2,2,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_001055_frame94035,1,1,1,1,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_001056_frame94037,1,1,1,1,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_001058_frame94041,2,2,2,1,1,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_001104_frame94133,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_001109_frame94143,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_001116_frame94157,1,1,1,1,0,0,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_001202_frame94329,2,2,2,2,0,1,0
combo_world_nms_3m_veh_thr_0p25,ae64,uint4,moving_ego_pps200000_medium_8loops_stride2_001204_frame94333,3,3,3,3,0,0,0
